client_id,client_segment,industry,agreed_terms
CLI-1182,Mid-Market,FMCG,
CLI-2906,SMB,Logistics,Net-60
CLI-3621,Enterprise,Logistics,Net-15
CLI-2859,Enterprise,Textiles,Net-15
CLI-0900,Mid-Market,Pharma,Net-30
CLI-1791,Mid-Market,Retail,Net-60
CLI-4823,SMB,FMCG,net15
CLI-0891,SMB,Construction,Net-15
CLI-1046,Mid-Market,FMCG,Net-60
CLI-2487,Mid-Market,Construction,Net-15
CLI-2045,Mid-Market,Manufacturing,Net-60
CLI-0629,Mid-Market,Textiles,Net-60
CLI-3020,Enterprise,Textiles,Net-60
CLI-3440,SMB,Logistics,Net-15
CLI-4123,SMB,FMCG,Net-15
CLI-0474,SMB,Logistics,Net-60
CLI-3442,mid-market,FMCG,30 days
CLI-3582,Mid-Market,Textiles,Net-15
CLI-1653,Mid-Market,Manufacturing,Net-60
CLI-2097,Smb,Logistics,Net-15
CLI-1951,Enterprise,Logistics,Net-60
CLI-4218,Enterprise,IT Services,Net-60
CLI-2075,Mid-Market,Construction,Net-30
CLI-4805,Enterprise,Logistics,Net-15
CLI-2174,Enterprise,Logistics,Net-60
CLI-4593,Enterprise,FMCG,Net-15
CLI-3819,Mid-Market,FMCG,Net-30
CLI-3516,Mid-Market,IT Services,Net-15
CLI-2260,Mid-Market,Textiles,Net-30
CLI-1458,SMB,FMCG,Net-30
CLI-4486,Enterprise,Logistics,Net-30
CLI-1493,Mid-Market,Textiles,Net-15
CLI-4688,SMB,Construction,Net-60
CLI-2637,Mid-Market,IT Services,Net-15
CLI-2457,MID-MARKET,IT Services,Net-30
CLI-1236,Enterprise,Pharma,Net-60
CLI-1207,SMB,Retail,Net-60
CLI-3013,Mid-Market,Textiles,Net-15
CLI-3295,Mid-Market,Retail,Net-30
CLI-3072,SMB,,
CLI-3618,smb,,Net-15
CLI-4540,Mid-Market,Textiles,Net-30
CLI-2746,Enterprise,Manufacturing,Net-30
CLI-0378,Mid-Market,IT Services,Net-60
CLI-0117,Mid-Market,FMCG,Net-15
CLI-1915,Mid-Market,Pharma,Net-60
CLI-2521,Enterprise,Textiles,NET-30
CLI-3008,SMB,Pharma,Net-60
CLI-2549,SMB,Manufacturing,Net-30
CLI-0675,SMB,Textiles,Net-15
CLI-4787,SMB,FMCG,Net-60
CLI-3096,SMB,Retail,Net-60
CLI-1134,SMB,IT Services,Net-15
CLI-0996,Mid-Market,Manufacturing,Net-30
CLI-3938,SMB,Retail,Net-30
CLI-0929,Enterprise,Retail,Net-60
CLI-4261,SMB,Manufacturing,
CLI-3053,Enterprise,FMCG,Net-60
CLI-3483,Enterprise,Textiles,Net-30
CLI-4205,SMB,Retail,Net-60
CLI-2509,Enterprise,Retail,Net-60
CLI-2438,SMB,IT Services,Net-60
CLI-0284,SMB,Textiles,NET-60
CLI-4800,Enterprise,FMCG,Net-60
CLI-0839,SMB,Textiles,Net-60
CLI-4684,SMB,FMCG,Net-30
CLI-1278,Mid-Market,Textiles,Net-15
CLI-3558,SMB,FMCG,Net-15
CLI-3024,Mid-Market,Retail,Net-30
CLI-1253,SMB,Construction,Net-60
CLI-1565,Mid-Market,Pharma,Net-15
CLI-4528,SMB,Textiles,Net-60
CLI-3186,Mid-Market,Construction,net15
CLI-4170,Mid-Market,IT Services,15 days
CLI-3363,SMB,IT Services,Net-30
CLI-1173,SMB,Construction,net30
CLI-1137,Mid-Market,FMCG,Net-30
CLI-0335,Mid-Market,Manufacturing,Net-60
CLI-1588,Enterprise,Textiles,
CLI-0063,ENTERPRISE,Retail,
CLI-4875,Enterprise,Manufacturing,Net-15
CLI-3722,SMB,Logistics,Net-15
CLI-0016,Mid-Market,Retail,Net-15
CLI-0901,SMB,FMCG,Net-60
CLI-1079,Mid-Market,,Net-30
CLI-4608,SMB,Textiles,Net-15
CLI-0337,Enterprise,Textiles,Net-60
CLI-4070,SMB,Logistics,Net-15
CLI-1970,Enterprise,Manufacturing,Net-15
CLI-0142,Mid-Market,IT Services,Net-15
CLI-3839, SMB,Pharma,Net-60
CLI-4952,SMB,Pharma,Net-60
CLI-0391,Mid-Market,Manufacturing,Net-15
CLI-4021,Mid-Market,Manufacturing,Net-30
CLI-3678,Mid-Market,,Net-30
CLI-0559,Enterprise,Retail,Net-30
CLI-2857,Mid-Market,Logistics,Net-30
CLI-0421,Mid-Market,Logistics,Net-60
CLI-4066,SMB,Manufacturing,Net-60
CLI-4582,Enterprise,Construction,Net-60
CLI-2866,Enterprise,Logistics,Net-15
CLI-2276,Enterprise,Retail,Net-15
CLI-3554,Enterprise,Construction,15 days
CLI-0882,SMB,Retail,Net-60
CLI-4576,SMB,Textiles,
CLI-3184,SMB,Retail,Net-30
CLI-1284,SMB,FMCG,Net-15
CLI-1936,Mid-Market,Retail,Net-30
CLI-2867,Enterprise ,Logistics,Net-30
CLI-4534,SMB,Retail,Net-15
CLI-0530,Enterprise,Retail,net30
CLI-4909,Mid-Market,Logistics,Net-30
CLI-3999,SMB,Retail,Net-30
CLI-4245,Mid-Market,Manufacturing,Net-60
CLI-2882,Enterprise,Pharma,Net-60
CLI-4914,Mid-Market,Textiles,Net-15
CLI-3097,Mid-Market,Textiles,Net-15
CLI-3354,Enterprise,Logistics,Net-30
CLI-3776,SMB,IT Services,Net-60
CLI-4558,SMB,Pharma,Net-60
CLI-3266,ENTERPRISE,Construction,Net-60
CLI-4703,SMB,Manufacturing,60 days
CLI-1552,Mid-Market,Textiles,Net-15
CLI-1556,SMB,FMCG,Net-30
CLI-4881,Enterprise,Pharma,Net-15
CLI-1937,Mid-Market,Manufacturing,Net-30
CLI-4354,enterprise,FMCG,Net-30
CLI-3335,SMB,FMCG,Net-15
CLI-4709,SMB,IT Services,Net-60
CLI-3606,Enterprise,Retail,Net-60
CLI-0651,Enterprise,FMCG,Net-30
CLI-1933,Mid-Market,Pharma,Net-60
CLI-4333,Mid-Market,IT Services,Net-60
CLI-3488,Mid-Market,Retail,
CLI-2160,Mid-Market,IT Services,Net-15
CLI-2270,Mid-Market,Logistics,Net-15
CLI-4944,SMB,,Net-15
CLI-3195,Enterprise,IT Services,Net-15
CLI-1378,Enterprise ,Logistics,Net-15
CLI-1032,SMB,Construction,Net-15
CLI-1023,Enterprise,Construction,30 days
CLI-3989,Enterprise,IT Services,NET-30
CLI-1357,Enterprise,Pharma,Net-30
CLI-0104,Mid-Market,Manufacturing,Net-30
CLI-2268,SMB,Retail,Net-60
CLI-3367,Mid-Market,Retail,Net-30
CLI-4222,Enterprise,Manufacturing,Net-30
CLI-2157,Enterprise,Pharma,Net-60
CLI-1909,Mid-Market,Manufacturing,Net-60
CLI-0277,Mid-Market,Manufacturing,Net-30
CLI-0479,enterprise,Logistics,Net-30
CLI-1340,SMB,IT Services,Net-60
CLI-0830,Enterprise,,Net-60
CLI-1319,Mid-Market,IT Services,Net-30
CLI-4689,Enterprise,FMCG,Net-15
CLI-0526,SMB,FMCG,Net-15
CLI-4507,Mid-Market,FMCG,Net-30
CLI-3775,SMB,FMCG,Net-60
CLI-1274,SMB,Manufacturing,Net-15
CLI-1289,Mid-Market,Pharma,net15
CLI-3981,Mid-Market,Pharma,Net-60
CLI-4699,Enterprise,Manufacturing,Net-30
CLI-2024,SMB,Textiles,Net-15
CLI-0801,Mid-Market,Textiles,Net-15
CLI-0589,SMB,Construction,Net-60
CLI-2184,Mid-Market,Textiles,Net-60
CLI-2881,Mid-Market,IT Services,Net-60
CLI-4173,Mid-Market,Pharma,Net-30
CLI-1231,Mid-Market,Manufacturing,Net-15
CLI-2742,Mid-Market,Textiles,Net-60
CLI-1709,Mid-Market,Manufacturing,net60
CLI-4139,Mid-Market,Logistics,Net-60
CLI-1421,mid-market,Logistics,Net-15
CLI-1157,SMB,FMCG,net60
CLI-1850,Mid-Market,Pharma,Net-30
CLI-1940,SMB,Textiles,Net-30
CLI-3617,Enterprise,Pharma,Net-30
CLI-1482,Enterprise,Logistics,Net-60
CLI-3018,smb,Textiles,Net-15
CLI-3057,SMB,Retail,Net-15
CLI-4390,Mid-Market,Pharma,Net-15
CLI-2526,SMB,Textiles,Net-15
CLI-3528,SMB,Logistics,Net-15
CLI-1428,Mid-Market,Retail,Net-60
CLI-3246,ENTERPRISE,Logistics,Net-30
CLI-1673,Mid-Market,Retail,Net-60
CLI-0667,SMB,FMCG,Net-60
CLI-1273,Enterprise,Pharma,Net-15
CLI-4517,SMB,Pharma,Net-30
CLI-1569,Enterprise,Pharma,Net-30
CLI-4817,Enterprise,Retail,Net-30
CLI-3447,SMB,IT Services,Net-30
CLI-4249,SMB,Retail,Net-60
CLI-4243,Enterprise,Logistics,Net-60
CLI-2676,Mid-Market,Logistics,Net-15
CLI-2835,Mid-Market,Construction,Net-30
CLI-3699,Enterprise,Retail,Net-15
CLI-4750,SMB,FMCG,Net-15
CLI-2118, SMB,,Net-30
CLI-2792,Enterprise,IT Services,Net-15
CLI-2318,Mid-Market,Retail,Net-60
CLI-2551,mid-market,Pharma,Net-30
CLI-2016,Enterprise,FMCG,Net-30
CLI-4100,Enterprise,IT Services,
CLI-3251,Enterprise,FMCG,Net-15
CLI-0935,Enterprise,FMCG,Net-15
CLI-0604,Mid-Market,FMCG,Net-60
CLI-2175,Mid-Market,Retail,Net-60
CLI-3345,SMB,Pharma,Net-60
CLI-0471,Enterprise,Construction,Net-15
CLI-4183,MID-MARKET,Retail,
CLI-3930,Mid-Market,Construction,Net-60
CLI-0614,Mid-Market,Textiles,Net-60
CLI-1245,Mid-Market,Construction,Net-60
CLI-0620,Enterprise,Retail,Net-30
CLI-4274,Enterprise,Textiles,Net-30
CLI-4456,Smb,Textiles,Net-15
CLI-4020,Enterprise,IT Services,Net-15
CLI-4553,SMB,Retail,Net-30
CLI-2602,ENTERPRISE,Pharma,Net-30
CLI-3685,Mid-Market,Manufacturing,Net-60
CLI-0807,Mid-Market,Pharma,Net-30
CLI-3171,Enterprise,Manufacturing,Net-15
CLI-3221,Enterprise ,Pharma,Net-60
CLI-4077,Mid-Market,Textiles,Net-60
CLI-4894,Enterprise,FMCG,Net-30
CLI-2205,Enterprise,Construction,30 days
CLI-3064,Enterprise,Textiles,
CLI-1152,SMB,Textiles,Net-15
CLI-4169,SMB,Retail,Net-30
CLI-2625,Enterprise,Textiles,Net-15
CLI-1136,Enterprise,Manufacturing,Net-30
CLI-0447,Mid-Market,Logistics,Net-30
CLI-0927,SMB,Manufacturing,Net-30
CLI-4889,Enterprise,IT Services,Net-60
CLI-1110,SMB,Textiles,Net-30
CLI-2371,Mid-Market,Construction,Net-60
CLI-0602,Enterprise,FMCG,Net-15
CLI-0349,Enterprise,Textiles,Net-15
CLI-2477,SMB,Construction,Net-15
CLI-0028,SMB,Pharma,Net-60
CLI-0507,Mid-Market,FMCG,Net-15
CLI-0520,SMB,Logistics,Net-60
CLI-3581,Enterprise,FMCG,Net-60
CLI-0993,Mid-Market,FMCG,Net-30
CLI-0612,SMB,Manufacturing,Net-15
CLI-2720,Enterprise,Textiles,Net-60
CLI-4693,mid-market,Construction,Net-60
CLI-0942,Enterprise,Textiles,Net-15
CLI-2555,Enterprise,FMCG,Net-60
CLI-2510,Mid-Market,Textiles,Net-30
CLI-4650,SMB,FMCG,Net-60
CLI-2534,Mid-Market,Retail,Net-30
CLI-3793,Mid-Market,Retail,Net-30
CLI-1522,Enterprise,Manufacturing,Net-15
CLI-1827,SMB,Construction,Net-30
CLI-3934,Mid-Market,Logistics,Net-30
CLI-0488,SMB,Construction,net30
CLI-0772,Enterprise,Pharma,Net-60
CLI-3433,SMB,FMCG,Net-15
CLI-0816,Mid-Market,Logistics,Net-30
CLI-4980,Mid-Market,Manufacturing,
CLI-4630,Mid-Market,Pharma,Net-60
CLI-3805,Enterprise,Logistics,Net-30
CLI-3800,Enterprise,FMCG,Net-60
CLI-0034,Mid-Market,Construction,Net-15
CLI-0616,SMB,Retail,Net-60
CLI-1391,Mid-Market,Manufacturing,Net-15
CLI-3204,Enterprise,Pharma,Net-15
CLI-3796,Mid-Market,Pharma,Net-15
CLI-0443,Enterprise,IT Services,Net-30
CLI-4200,Mid-Market,Retail,Net-15
CLI-1854,Enterprise,Retail,Net-15
CLI-0257,SMB,Textiles,NET-60
CLI-2968,Enterprise,Manufacturing,Net-60
CLI-3594,Mid-Market,IT Services,Net-60
CLI-1266,SMB,Textiles,Net-60
CLI-2537,Enterprise,FMCG,Net-60
CLI-2141,Mid-Market,FMCG,NET-30
CLI-4711,Mid-Market,Pharma,Net-15
CLI-3292,Mid-Market,Retail,Net-30
CLI-3344,SMB,Pharma,Net-60
CLI-4763,Enterprise,Retail,Net-60
CLI-4521,Mid-Market,Logistics,Net-15
CLI-1400,SMB,Textiles,Net-30
CLI-4766,ENTERPRISE,Textiles,Net-30
CLI-4017,Enterprise,FMCG,Net-60
CLI-0832,Enterprise,IT Services,30 days
CLI-0735,Enterprise,Logistics,Net-30
CLI-3415,SMB,Logistics,Net-30
CLI-0607,Enterprise,Logistics,Net-60
CLI-1321,SMB,Pharma,Net-30
CLI-4833,Enterprise,Manufacturing,Net-30
CLI-0356,Mid-Market,Textiles,Net-15
CLI-3743,SMB,Manufacturing,Net-30
CLI-0542,Mid-Market,Manufacturing,Net-60
CLI-3867,Enterprise,Construction,NET-60
CLI-4902,Enterprise,Logistics,Net-30
CLI-0258,Enterprise,Logistics,
CLI-0648,Enterprise,Pharma,Net-60
CLI-2962,SMB,Retail,Net-15
CLI-3242,SMB,Textiles,Net-60
CLI-2801,Mid-Market,FMCG,Net-60
CLI-4488,SMB,IT Services,Net-15
CLI-2039,SMB,Textiles,Net-30
CLI-4149,SMB,Pharma,Net-60
CLI-1551,Mid-Market,Textiles,NET-30
CLI-3769,Enterprise,Retail,Net-15
CLI-4470,SMB,Textiles,Net-30
CLI-0512,mid-market,,15 days
CLI-0189,Enterprise,IT Services,Net-15
CLI-1805,Enterprise,Construction,Net-60
CLI-3210,Mid-Market,Textiles,Net-60
CLI-1692,Enterprise,Construction,Net-30
CLI-4462,SMB,,Net-15
CLI-2586,SMB,Manufacturing,Net-30
CLI-2436,Mid-Market,Textiles,Net-15
CLI-2247,Mid-Market,Logistics,Net-15
CLI-1639,Enterprise,Retail,Net-15
CLI-1107,Mid-Market,FMCG,Net-60
CLI-0523,Mid Market,FMCG,Net-15
CLI-4682,Mid-Market,FMCG,Net-15
CLI-2445,Enterprise,Construction,Net-30
CLI-1264,Enterprise,Textiles,Net-15
CLI-4338,mid-market,Manufacturing,Net-30
CLI-0033,Enterprise,Textiles,Net-15
CLI-3970,Enterprise,FMCG,Net-30
CLI-1635,Enterprise,,Net-30
CLI-2213,Mid-Market,IT Services,Net-15
CLI-0562,SMB,Textiles,Net-15
CLI-4353,Mid-Market,Logistics,15 days
CLI-1599,Mid-Market,FMCG,Net-60
CLI-4499,Enterprise,Textiles,Net-15
CLI-0348,SMB,Construction,Net-60
CLI-1590,SMB,Manufacturing,Net-15
CLI-4854,Enterprise,Manufacturing,Net-60
CLI-4956,ENTERPRISE,Logistics,
CLI-3888,SMB,Retail,Net-15
CLI-4290,Enterprise,Retail,Net-60
CLI-4733,Mid-Market,Textiles,Net-15
CLI-0552,Mid-Market,FMCG,Net-15
CLI-0059,SMB,Pharma,Net-60
CLI-2386,SMB,Retail,Net-60
CLI-1312,Enterprise,IT Services,Net-60
CLI-3262,Mid-Market,Construction,Net-30
CLI-1538,Enterprise,IT Services,
CLI-2918,SMB,Construction,Net-15
CLI-4888,SMB,Pharma,Net-15
CLI-1203,Mid-Market,Retail,Net-15
CLI-1923,Enterprise,IT Services,Net-60
CLI-2335,Enterprise,IT Services,Net-30
CLI-1642,Enterprise,Manufacturing,Net-60
CLI-3498,SMB,Manufacturing,Net-30
CLI-2106,Mid-Market,Retail,Net-30
CLI-0570,Mid-Market,FMCG,Net-60
CLI-4773,Mid-Market,FMCG,Net-15
CLI-1171,SMB,Logistics,Net-30
CLI-1601,Enterprise,Textiles,Net-60
CLI-3759,SMB,Retail,Net-60
CLI-0184,SMB,IT Services,Net-15
CLI-0800,Enterprise,IT Services,
CLI-3690,Enterprise,,Net-60
CLI-3898,Enterprise,FMCG,Net-15
CLI-0351, SMB,FMCG,Net-60
CLI-4636,SMB,Construction,Net-30
CLI-3561,Mid-Market,Logistics,Net-30
CLI-1664,Enterprise,Logistics,Net-30
CLI-2981,SMB,Retail,Net-15
CLI-1179,Mid-Market,Textiles,Net-60
CLI-2186,Enterprise,Retail,
CLI-2569,ENTERPRISE,Retail,Net-30
CLI-2763,Enterprise,Logistics,Net-15
CLI-0781,SMB,Textiles,Net-60
CLI-1296,SMB,,Net-30
CLI-4329,SMB,Pharma,Net-60
CLI-4587,Mid-Market,Manufacturing,
CLI-1815,SMB,FMCG,Net-15
CLI-2665,Enterprise,IT Services,Net-30
CLI-1861,Enterprise,FMCG,Net-60
CLI-1471,Enterprise,IT Services,Net-30
CLI-4961,Mid-Market,Construction,Net-30
CLI-1190,Enterprise,Construction,Net-15
CLI-0066,SMB,IT Services,Net-15
CLI-2695,Mid-Market,IT Services,Net-15
CLI-2535,MID-MARKET,Retail,Net-15
CLI-2725,Mid-Market,Textiles,15 days
CLI-0587,Mid-Market,Pharma,Net-30
CLI-1250,SMB,Textiles,Net-60
CLI-0321,Mid-Market,Pharma,Net-60
CLI-1124,Mid-Market,Logistics,Net-15
CLI-3383,SMB,Pharma,NET-30
CLI-4745,Mid-Market,Logistics,Net-30
CLI-4247,Mid-Market,Construction,Net-30
CLI-1996,Enterprise,Textiles,Net-30
CLI-3401,Mid-Market,Construction,Net-30
CLI-2679,enterprise,IT Services,Net-15
CLI-4484,Enterprise,Pharma,Net-60
CLI-1427,Mid-Market,Manufacturing,Net-30
CLI-2238,Mid Market,Retail,Net-15
CLI-4744,Enterprise,IT Services,
CLI-2533,Mid-Market,FMCG,Net-60
CLI-0064,SMB,IT Services,Net-30
CLI-0903,Enterprise,,Net-15
CLI-3757,Enterprise,FMCG,Net-60
CLI-4829,Mid-Market,Manufacturing,Net-30
CLI-1771,Enterprise,Pharma,Net-60
CLI-1632,Enterprise,Construction,Net-30
CLI-4870,Enterprise,Retail,Net-30
CLI-1075,Mid-Market,Construction,Net-15
CLI-1871,Enterprise,Pharma,Net-15
CLI-3880,Enterprise,IT Services,Net-60
CLI-3916,Mid-Market,Logistics,Net-30
CLI-1696,SMB,FMCG,Net-15
CLI-0143,SMB,Retail,Net-30
CLI-3215,Mid-Market,Pharma,Net-30
CLI-1362,Enterprise,Manufacturing,Net-15
CLI-2786,Mid-Market,Textiles,Net-15
CLI-4691,Enterprise,Textiles,Net-30
CLI-3261,Mid-Market,FMCG,Net-15
CLI-4193,Mid-Market,Pharma,Net-30
CLI-3439,Enterprise,Textiles,Net-60
CLI-4930,Enterprise,,Net-30
CLI-3625,Mid-Market,Pharma,Net-30
CLI-4407,Enterprise,Textiles,Net-15
CLI-1080,Enterprise,FMCG,Net-60
CLI-3907,Mid-Market,Construction,Net-60
CLI-0695,SMB,Manufacturing,Net-60
CLI-1741,Mid-Market,Logistics,Net-30
CLI-4048,Enterprise,Logistics,Net-60
CLI-0968,Mid-Market,IT Services,Net-60
CLI-2261,Mid-Market,Textiles,Net-30
CLI-0157,SMB,Retail,Net-15
CLI-1052,SMB,Textiles,Net-60
CLI-3365,Mid-Market,Textiles,Net-30
CLI-2047,Mid-Market,Pharma,NET-15
CLI-2504,SMB,FMCG,Net-30
CLI-2834,SMB,Retail,Net-30
CLI-0309,SMB,FMCG,Net-60
CLI-2874,Mid-Market,FMCG,Net-30
CLI-4203,Enterprise,IT Services,Net-30
CLI-0175,SMB,FMCG,Net-15
CLI-1668,SMB,Textiles,Net-15
CLI-3153,SMB,Manufacturing,NET-30
CLI-4871,enterprise,,Net-15
CLI-0055,Smb,Retail,Net-15
CLI-2281,SMB,Retail,Net-60
CLI-2823,SMB,Manufacturing,net15
CLI-3628,SMB,Construction,Net-30
CLI-1123,Mid-Market,Textiles,Net-30
CLI-4452,Enterprise,Pharma,Net-15
CLI-3329,SMB,Construction,Net-60
CLI-2126,SMB,Retail,Net-30
CLI-0025,Mid-Market,IT Services,15 days
CLI-1730,SMB,Manufacturing,Net-30
CLI-3584,Enterprise,Pharma,Net-30
CLI-0201,Enterprise,IT Services,Net-30
CLI-4819,Enterprise,Logistics,Net-15
CLI-4416,Enterprise,Construction,Net-30
CLI-3642,Mid-Market,Logistics,Net-30
CLI-3946,SMB,Textiles,Net-30
CLI-1409,SMB,Manufacturing,Net-60
CLI-0127,SMB,Pharma,Net-30
CLI-1472,Mid-Market,Retail,Net-60
CLI-4585,Mid-Market,Construction,Net-60
CLI-0199,SMB,Manufacturing,Net-60
CLI-3801,SMB,IT Services,Net-15
CLI-1658,Mid-Market,Manufacturing,Net-60
CLI-2856,SMB,Retail,Net-15
CLI-4560,SMB,FMCG,net30
CLI-2594,Enterprise,FMCG,Net-60
CLI-1585,Enterprise,Construction,Net-30
CLI-2884,Enterprise,Retail,Net-60
CLI-2387,Mid-Market,FMCG,Net-30
CLI-0083,Enterprise,Retail,Net-15
CLI-0432,SMB,Pharma,Net-15
CLI-2480,SMB,Construction,Net-60
CLI-2872,Enterprise,,NET-15
CLI-4986,Enterprise,Textiles,Net-15
CLI-2817,SMB,,Net-15
CLI-2696,Mid-Market,FMCG,Net-30
CLI-2274,mid-market,Retail,Net-15
CLI-1764,SMB,Logistics,Net-30
CLI-2458,SMB,Logistics,Net-60
CLI-1397,Enterprise,Manufacturing,Net-15
CLI-4992, SMB,Pharma,Net-30
CLI-1166,SMB,Retail,Net-60
CLI-0472,Enterprise,Textiles,Net-30
CLI-4524,Mid-Market,Manufacturing,Net-60
CLI-0618,enterprise,Logistics,Net-30
CLI-1758,Mid-Market,Pharma,Net-60
CLI-3137, SMB,Retail,Net-60
CLI-0556,Mid-Market,IT Services,Net-15
CLI-2952, SMB,Logistics,Net-60
CLI-4609,Mid-Market,FMCG,Net-30
CLI-2029,SMB,Manufacturing,Net-60
CLI-2081,Mid Market,Logistics,Net-30
CLI-3054,Enterprise,Retail,Net-15
CLI-4051,Mid-Market,Manufacturing,Net-15
CLI-1463,SMB,Manufacturing,
CLI-4224,Mid-Market,IT Services,Net-30
CLI-0746,Mid-Market,Textiles,Net-15
CLI-4692,Enterprise,Logistics,Net-60
CLI-0802,SMB,Construction,Net-15
CLI-3290,Mid-Market,Retail,Net-60
CLI-2494,SMB,FMCG,Net-60
CLI-2518,enterprise,Logistics,Net-30
CLI-4344,Smb,Construction,Net-15
CLI-0943,SMB,Textiles,Net-60
CLI-2643,SMB,Logistics,Net-60
CLI-2911,Enterprise,Construction,Net-30
CLI-2737,Mid-Market,Retail,Net-30
CLI-0540,Smb,Manufacturing,Net-15
CLI-2990,SMB,Manufacturing,Net-60
CLI-2733,SMB,Logistics,Net-15
CLI-0498,Enterprise,,Net-60
CLI-3326,Enterprise,IT Services,Net-60
CLI-2221,Enterprise,Construction,Net-60
CLI-0260,Mid-Market,Manufacturing,Net-60
CLI-2635,SMB,IT Services,Net-15
CLI-4433,Enterprise,Manufacturing,Net-30
CLI-1768,Enterprise,IT Services,Net-15
CLI-2271,Enterprise,Manufacturing,Net-30
CLI-0483,Enterprise,Textiles,Net-60
CLI-0452,SMB,Manufacturing,Net-30
CLI-0689,Enterprise,Construction,net30
CLI-0383,SMB,IT Services,30 days
CLI-2760,SMB,Retail,60 days
CLI-3687,SMB,,Net-60
CLI-1303,SMB,Logistics,Net-30
CLI-1759,Enterprise,Textiles,Net-60
CLI-0301,SMB,IT Services,
CLI-1518,SMB,FMCG,Net-15
CLI-2425,Mid-Market,Textiles,Net-30
CLI-1591,Mid-Market,FMCG,Net-15
CLI-0244,Enterprise,Construction,Net-30
CLI-0941,Enterprise,Construction,Net-15
CLI-4293,Enterprise,IT Services,Net-15
CLI-0135,Enterprise,Textiles,Net-15
CLI-4714,SMB,Construction,Net-15
CLI-0538,Enterprise,Manufacturing,Net-30
CLI-3034,SMB,Retail,Net-30
CLI-4822,SMB,Logistics,Net-15
CLI-0743,SMB,Pharma,Net-15
CLI-2829,Mid-Market,IT Services,Net-60
CLI-0280,Enterprise,FMCG,NET-60
CLI-0436,Mid-Market,Manufacturing,NET-30
CLI-3903,Mid-Market,FMCG,
CLI-1592,SMB,Textiles,Net-60
CLI-3845,Mid-Market,FMCG,Net-30
CLI-4036,Smb,,Net-30
CLI-3768,Mid-Market,FMCG,Net-60
CLI-1839,SMB,,Net-30
CLI-2935,smb,FMCG,Net-30
CLI-0633,Mid Market,Construction,Net-30
CLI-4455,Mid-Market,Manufacturing,Net-60
CLI-1429,Mid-Market,Construction,Net-15
CLI-2277,Enterprise,Construction,Net-15
CLI-2139,Mid-Market,Manufacturing,Net-60
CLI-3499,Enterprise,Manufacturing,Net-60
CLI-2032,Enterprise,Construction,
CLI-3659,Enterprise,Pharma,Net-15
CLI-4886,Enterprise,Retail,Net-30
CLI-2770,Mid-Market,Manufacturing,Net-60
CLI-1958,Enterprise,Retail,Net-60
CLI-0874,Enterprise,Manufacturing,Net-30
CLI-4869,Mid-Market,Construction,30 days
CLI-4135,SMB,Retail,Net-60
CLI-0170,Mid-Market,Pharma,Net-30
CLI-4796,Mid-Market,Logistics,Net-60
CLI-3161,SMB,Pharma,Net-60
CLI-2305,Enterprise,FMCG,
CLI-0173,Mid-Market,Construction,Net-60
CLI-4274,SMB,Textiles,Net-15
CLI-0669,SMB,IT Services,Net-60
CLI-1446,Enterprise,IT Services,Net-30
CLI-2362,SMB,FMCG,Net-30
CLI-3497,SMB,Logistics,Net-60
CLI-0798,Mid-Market,Logistics,Net-60
CLI-4360,Enterprise,FMCG,net60
CLI-0305,Mid-Market,Pharma,Net-60
CLI-4585,Enterprise,Manufacturing,Net-15
CLI-3838,Enterprise,Logistics,Net-15
CLI-0902,SMB,Construction,Net-15
CLI-2421,Mid-Market,IT Services,Net-30
CLI-4508,Mid-Market,Textiles,Net-30
CLI-4862,Enterprise,Logistics,Net-60
CLI-1731,SMB,Textiles,Net-15
CLI-2459,Mid-Market,FMCG,Net-15
CLI-4589,SMB,FMCG,Net-60
CLI-3303,SMB,Manufacturing,Net-60
CLI-4197,Mid-Market,Logistics,Net-60
CLI-0005,Enterprise,Construction,Net-15
CLI-1498,SMB,Retail,Net-30
CLI-2931,Enterprise,IT Services,Net-15
CLI-2288,Enterprise,Textiles,Net-60
CLI-3077,Mid-Market,Logistics,
CLI-0668,SMB,Logistics,Net-30
CLI-3479,Enterprise,Construction,Net-60
CLI-3571,Enterprise,Logistics,Net-30
CLI-1497,Mid-Market,FMCG,Net-15
CLI-0605,Mid-Market,Construction,Net-15
CLI-2500,Enterprise,Retail,Net-60
CLI-1275,Mid-Market,Pharma,Net-30
CLI-4570,Enterprise,FMCG,Net-15
CLI-0047,enterprise,Pharma,Net-30
CLI-2197,Enterprise ,Logistics,Net-30
CLI-0032,Mid-Market,Retail,Net-60
CLI-1979,Enterprise,Construction,
CLI-0315,SMB,Manufacturing,Net-30
CLI-3893,Enterprise,FMCG,Net-30
CLI-2705,Mid-Market,Retail,Net-60
CLI-1774,Mid-Market,Pharma,Net-60
CLI-2055,Enterprise,Pharma,Net-15
CLI-0334,Mid-Market,Construction,Net-15
CLI-1795,Mid-Market,FMCG,Net-60
CLI-2181,SMB,Pharma,Net-60
CLI-1687,Enterprise,FMCG,
CLI-2361,Enterprise,IT Services,Net-30
CLI-3752,Enterprise,Textiles,60 days
CLI-2430,Smb,Textiles,Net-60
CLI-4370,SMB,IT Services,Net-15
CLI-2752,Enterprise,Retail,Net-30
CLI-1586,Enterprise,Retail,Net-60
CLI-2358,Enterprise,IT Services,Net-60
CLI-4600,Mid-Market,Textiles,
CLI-1377,Mid-Market,Pharma,Net-15
