payment_id,invoice_id,payment_date,amount_paid,discount_applied
PAY-5847,INV-5960,2026-07-07,421158.91,-6875.74
PAY-1423,INV-1434,2026-01-18,64192.66,548.09
PAY-5184,INV-5288,2027-01-14,902609.96,34883.84
PAY-4698,INV-4779,2025-08-08,974205.91,
PAY-1297,INV-1307,2027-01-24,1350624.51,10990.03
PAY-4841,INV-4931,2025-06-25,630533.09,0.00
PAY-2393,INV-2420,2026-05-25,104122.38,
PAY-7466,INV-9136,2026-09-28,277834.53,0.00
PAY-1098,INV-1100,2026-03-23,1500291.15,0.00
PAY-1543,INV-1550,2025-12-28,410462.64,0.00
PAY-6091,INV-6202,2025-07-06,222760.02,6447.64
PAY-6314,INV-6424,2026-10-06,857927.66,30250.64
PAY-5762,INV-5874,2025-06-17,1815901.53,0.00
PAY-3351,INV-3410,2025-11-20,79351.87,4647.00
PAY-2399,INV-2426,2027-01-23,603718.07,0.00
PAY-4846,INV-4935,2026-09-24,629858.36,0.00
PAY-4179,INV-4254,2025-09-06,963440.67,31981.97
PAY-6904,INV-7026,2026-04-22,130557.51,5151.80
PAY-1484,INV-1493,2026-03-28,1230812.37,19590.13
PAY-3783,INV-3847,2026-05-17,395189.68,14142.77
PAY-6976,INV-7098,2025-07-25,778508.02,0.00
PAY-7417,INV-9340,2026-02-10,104644.77,0.00
PAY-4246,INV-4323,2025-12-17,676163.84,16010.30
PAY-5776,INV-5888,2026-10-18,654874.55,0.00
PAY-4239,INV-4317,2026-03-10,194738.18,0.00
PAY-2185,INV-2206,2026-09-23,77116.05,0.00
PAY-6332,INV-6445,2026-02-09,1576982.14,24951.00
PAY-1431,INV-1444,2026-03-11,1481035.88,0.00
PAY-3630,INV-3691,2026-09-17,1537518.14,35185.71
PAY-1510,INV-1518,2026-10-29,1323406.31,10326.24
PAY-4147,INV-4221,2026-12-17,415615.61,19808.49
PAY-7084,INV-7204,2026-02-16,1760953.50,0.00
PAY-5757,INV-5870,2026-04-06,428338.47,0.00
PAY-1652,INV-1667,2026-02-17,233993.12,5801.73
PAY-4034,INV-4099,2025-08-18,1297713.52,0.00
PAY-1820,INV-1835,2025-07-06,497963.73,5265.68
PAY-6233,INV-6350,2026-06-19,616418.31,0.00
PAY-4371,INV-4447,2025-07-24,1753301.08,0.00
PAY-1349,INV-1359,2026-05-26,1373110.09,0.00
PAY-6085,INV-6199,2026-06-01,,63887.03
PAY-6108,INV-6217,2026-09-04,1450091.14,0.00
PAY-4424,INV-4500,2026-10-17,457570.85,2090.18
PAY-1182,INV-1190,2025-11-17,348190.25,0.00
PAY-6711,INV-6823,2026-10-14,379066.22,10016.84
PAY-4743,INV-4823,2025-10-20,742335.97,0.00
PAY-7068,INV-7189,2026-06-18,1918689.13,52491.84
PAY-2184,INV-2204,2026-07-14,479941.59,0.00
PAY-6993,INV-7115,2025-08-22,551355.44,7099.59
PAY-2975,INV-3008,2025-02-30,1676887.44,0.00
PAY-3914,INV-3978,2025-02-30,949350.19,47825.16
PAY-4105,INV-4174,2026-11-04,1632856.06,0.00
PAY-7187,INV-7312,2026-02-01,1035947.97,39557.91
PAY-4891,INV-4980,2026-09-22,1601170.64,31594.36
PAY-1205,INV-1210,2026-04-11,866430.13,0.00
PAY-6101,INV-6211,2026-07-30,684112.32,0.00
PAY-5084,INV-5187,2025-12-19,261314.09,9989.15
PAY-2452,INV-2467,2026-03-27,153843.86,0.00
PAY-6080,INV-6195,2025-11-07,163988.03,0.00
PAY-1379,INV-1390,2025-12-20,648577.65,0.00
PAY-6765,INV-6876,2026-08-26,-1089127.45,0.00
PAY-5673,INV-5784,2026-08-10,226203.36,0.00
PAY-3787,INV-3852,2025-07-28,997161.45,0.00
PAY-7386,INV-9489,2025-10-05,264394.85,0.00
PAY-4602,INV-4689,2025-09-12,988671.77,0.00
PAY-1721,INV-1733,,299994.17,0.00
PAY-4531,INV-4618,2026-04-25,457470.89,0.00
PAY-4647,INV-4736,2025-07-03,1015553.75,31453.31
PAY-1702,INV-1716,2025-12-29,354075.69,850.18
PAY-3185,INV-3246,,1637427.94,0.00
PAY-2881,INV-2910,,1256793.49,16325.58
PAY-5952,INV-6064,2025-08-22,1467811.36,14235.23
PAY-6176,INV-6286,2026-06-16,1137715.95,0.00
PAY-4023,INV-4089,2026-12-07,999443.98,0.00
PAY-4508,INV-4591,2027-01-28,1374497.18,41369.09
PAY-5587,INV-5691,2026-09-20,1323233.75,27444.95
PAY-2156,INV-2177,2025-08-22,737580.75,0.00
PAY-6054,INV-6163,2026-01-10,977783.08,9745.97
PAY-5216,INV-5321,2025-11-03,1875545.49,0.00
PAY-2552,INV-2571,25-03-2026,417501.17,0.00
PAY-4904,INV-4996,2026-01-26,1939994.95,0.00
PAY-7310,INV-7434,2025-11-30,816651.23,0.00
PAY-2385,INV-2412,2026-02-30,672605.65,0.00
PAY-5180,INV-5285,2027-01-11,1317758.65,0.00
PAY-5522,INV-5626,2026-08-19,121393.09,4344.09
PAY-6132,INV-6240,2025-11-24,153021.92,0.00
PAY-4666,INV-4752,2026-08-21,256951.47,863.90
PAY-3527,INV-3584,2026-05-10,16959.21,274.38
PAY-1873,INV-1892,2026-10-04,974769.52,
PAY-4291,INV-4369,2026-02-12,1250949.25,8828.51
PAY-6878,INV-6994,2025-09-14,663537.04,0.00
PAY-5740,INV-5854,2026-11-12,1807615.32,52338.38
PAY-1541,INV-1548,2026-12-08,336571.59,0.00
PAY-3192,INV-3253,2025-07-03,161553.85,5002.32
PAY-5674,INV-5785,2025-11-18,754382.59,0.00
PAY-2907,INV-2937,2026-08-06,153533.74,0.00
PAY-6573,INV-6692,2026-10-09,416944.32,0.00
PAY-1788,INV-1799,2026-10-01,770980.48,0.00
PAY-2475,INV-2490,2025-11-16,1920630.92,46224.06
PAY-7061,INV-7182,2026-04-15,443943.92,14664.64
PAY-2478,INV-2493,2026-07-27,1955182.39,0.00
PAY-6940,INV-7061,2026-01-02,1486984.99,0.00
PAY-6789,INV-6900,2027-01-27,1439936.71,1123.17
PAY-7094,INV-7214,2026-06-04,652170.72,0.00
PAY-5482,INV-5589,2026-04-19,1169801.03,
PAY-3716,INV-3776,2026-05-23,419493.85,12967.21
PAY-2408,INV-2433,2026-06-14,1079942.57,0.00
PAY-5936,INV-6047,2026-05-22,,0.00
PAY-2161,INV-2182,2025-10-31,343034.56,0.00
PAY-1033,INV-1032,2026-09-28,1169140.76,0.00
PAY-4254,INV-4330,2026-05-02,159860.37,0.00
PAY-6257,INV-6371,08-09-2026,1682840.35,0.00
PAY-3593,INV-3654,2026-08-21,,0.00
PAY-2009,INV-2037,2025-12-16,741944.37,5153.68
PAY-6556,INV-6674,2025-08-14,1894244.05,99653.96
PAY-3609,INV-3672,2026-09-16,45765.90,0.00
PAY-6832,INV-6947,2025-06-26,1650315.70,0.00
PAY-4146,INV-4219,2026-10-19,277516.53,13245.47
PAY-4323,INV-4399,2026-05-18,1381722.22,0.00
PAY-5448,INV-5556,2026-12-03,244978.56,0.00
PAY-1667,INV-1681,2025-09-24,,0.00
PAY-3084,INV-3121,2025-08-10,1761682.93,
PAY-2181,INV-2201,2026-03-20,1290220.47,0.00
PAY-1091,INV-1093,2025-10-11,204030.89,1817.42
PAY-5773,INV-5886,,121407.16,8094.62
PAY-3122,INV-3163,17-07-2026,208556.58,4546.09
PAY-1024,INV-1024,2026-04-21,1167117.06,8805.68
PAY-4673,INV-4758,2025-11-04,724756.83,0.00
PAY-1010,INV-1010,2026-04-13,,0.00
PAY-6321,INV-6431,2026-11-14,1385188.43,0.00
PAY-5127,INV-5227,2026-02-20,136762.63,0.00
PAY-6320,INV-6430,2025-07-31,285161.15,13120.89
PAY-6370,INV-6485,2025-07-05,503883.33,0.00
PAY-5144,INV-5247,2026-02-04,152712.73,0.00
PAY-4643,INV-4732,2026-05-21,996119.26,0.00
PAY-1550,INV-1557,2025-08-14,1421791.10,0.00
PAY-4099,INV-4168,2025-06-23,382263.96,0.00
PAY-4193,INV-4269,2026-02-08,261610.41,0.00
PAY-7000,INV-7121,2026-01-15,1748441.27,0.00
PAY-2642,INV-2663,2026-07-24,1216091.70,24293.28
PAY-3776,INV-3840,2025-06-10,306478.44,0.00
PAY-4958,INV-5048,2027-01-01,403903.40,0.00
PAY-3789,INV-3854,18-11-2025,697457.57,
PAY-4028,INV-4094,2026-07-14,1408976.65,0.00
PAY-3713,INV-3773,2026-12-03,1978774.91,0.00
PAY-6356,INV-6469,2026-07-01,826164.89,0.00
PAY-6650,INV-6765,,1441207.71,0.00
PAY-2192,INV-2212,16-06-2026,908473.89,0.00
PAY-3580,INV-3644,2026-06-15,1083125.28,5958.51
PAY-4196,INV-4271,2026-09-09,1324694.27,29658.43
PAY-1678,INV-1692,2026-11-12,1025342.98,0.00
PAY-2137,INV-2157,2026-10-29,1532939.52,0.00
PAY-4605,INV-4692,2025-09-02,1558929.68,
PAY-1633,INV-1648,2026-12-13,8133.75,0.00
PAY-4101,INV-4170,2025-12-31,591301.62,0.00
PAY-1848,INV-1861,,237406.73,4140.47
PAY-6790,INV-6901,2026-10-01,213884.13,0.00
PAY-1479,INV-1489,2026-08-16,358281.39,0.00
PAY-4417,INV-4495,2025-08-08,1621833.71,68736.30
PAY-5275,INV-5380,2026-06-21,1438480.68,19352.10
PAY-7188,INV-7313,2025-12-30,771973.21,0.00
PAY-4117,INV-4186,2026-04-19,600623.08,0.00
PAY-6326,INV-6438,2026-09-25,835511.18,0.00
PAY-6146,INV-6256,2026-10-06,1228379.65,53904.60
PAY-1317,INV-1326,2026-11-18,959190.51,31258.87
PAY-3099,INV-3134,2026-01-07,702390.83,
PAY-5512,INV-5619,2026-06-11,400541.20,0.00
PAY-4317,INV-4393,2026-05-14,1156094.98,44744.58
PAY-7091,INV-7211,2026-02-08,323643.85,11844.01
PAY-1005,INV-1005,2025-10-07,140105.95,0.00
PAY-3258,INV-3318,2026-02-30,777432.15,0.00
PAY-7443,INV-9099,2025-07-03,294964.09,0.00
PAY-4331,INV-4406,2026-04-23,1513624.35,0.00
PAY-5396,INV-5503,2025-09-13,245463.65,0.00
PAY-7110,INV-7230,06-12-2026,95235.41,0.00
PAY-1877,INV-1897,2026-04-09,304675.82,0.00
PAY-4423,INV-4499,2026-03-31,762300.71,0.00
PAY-4477,INV-4559,2026-09-19,979556.58,0.00
PAY-6205,INV-6318,2026-05-22,490112.24,9924.05
PAY-4771,INV-4856,,1678944.82,82962.56
PAY-4700,INV-4781,2026-06-17,43283.46,0.00
PAY-2224,INV-2244,2026-12-13,1348423.18,31305.75
PAY-7397,INV-9245,2026-02-13,195029.22,0.00
PAY-7262,INV-7389,2025-12-05,283909.77,16868.60
PAY-6947,INV-7068,2026-05-12,-29703.28,437.59
PAY-1319,INV-1329,2025-11-10,1462301.45,67641.00
PAY-7114,INV-7234,2026-12-07,107857.17,0.00
PAY-4761,INV-4846,22-11-2025,1160466.21,75.87
PAY-2362,INV-2392,2025-10-07,770182.02,0.00
PAY-3389,INV-3454,2026-10-02,1127201.16,0.00
PAY-3147,INV-3201,2026-12-06,404465.15,-106.23
PAY-7254,INV-7380,2025-09-01,333045.21,0.00
PAY-3558,INV-3613,2026-10-22,66821.32,3434.67
PAY-5959,INV-6072,2026-08-14,989313.48,0.00
PAY-7202,INV-7328,2026-04-09,1661648.68,0.00
PAY-3060,INV-3096,2026-01-26,739957.50,27102.23
PAY-7401,INV-9341,2026-01-01,332926.58,0.00
PAY-7412,INV-9049,2026-08-24,423934.12,0.00
PAY-4868,INV-4960,2025-09-28,1702228.94,27259.71
PAY-3020,INV-3056,2025-10-10,546573.26,0.00
PAY-3812,INV-3877,2025-08-08,1340911.10,49067.38
PAY-6015,INV-6129,2025-08-22,1061685.45,0.00
PAY-1661,INV-1676,2026-08-02,124066.72,0.00
PAY-6299,INV-6412,2025-10-28,520479.85,0.00
PAY-3722,INV-3782,2026-09-24,276491.03,0.00
PAY-1972,INV-1996,2025-11-23,879983.55,0.00
PAY-2063,INV-2084,2026-03-24,863130.01,0.00
PAY-5706,INV-5815,2026-08-15,1630417.13,0.00
PAY-1209,INV-1215,2025-09-07,75031.56,0.00
PAY-1196,INV-1202,2025-06-09,708813.27,0.00
PAY-1477,INV-1488,2026-08-13,999848.10,0.00
PAY-3872,INV-3937,2025-06-06,106885.50,0.00
PAY-3700,INV-3759,2026-08-02,1006220.46,0.00
PAY-5745,INV-5858,07-03-2026,53120.70,0.00
PAY-3723,INV-3784,2026-04-16,480034.68,0.00
PAY-3199,INV-3260,2025-08-15,692401.97,0.00
PAY-4243,INV-4321,2026-01-14,1288137.24,36972.77
PAY-4566,INV-4653,2025-07-24,1058016.60,0.00
PAY-6703,INV-6817,2026-05-31,1871633.42,0.00
PAY-1513,INV-1521,2025-09-28,1572251.03,32522.53
PAY-4928,INV-5015,,700499.47,34455.62
PAY-3790,INV-3855,2026-11-29,852857.52,0.00
PAY-5147,INV-5251,2025-05-18,1529325.13,68598.96
PAY-5121,INV-5223,2025-07-31,97306.53,2925.68
PAY-2766,INV-2785,2025-07-18,621793.09,0.00
PAY-3802,INV-3866,2026-10-02,104734.30,0.00
PAY-1028,INV-1028,2025-10-03,206396.17,1805.33
PAY-4252,INV-4328,2026-08-15,552881.57,10054.52
PAY-6047,INV-6158,28-09-2026,232160.50,0.00
PAY-4005,INV-4071,2026-09-07,1964745.60,0.00
PAY-3478,INV-3541,2026-07-08,110519.40,15952.49
PAY-6636,INV-6751,2026-03-17,1060751.50,19105.39
PAY-2433,INV-2454,2026-02-27,1188052.15,
PAY-1147,INV-1155,2026-08-21,1049756.61,
PAY-7378,INV-9129,2026-06-05,495350.82,0.00
PAY-4851,INV-4941,2025-10-28,1812924.47,59976.16
PAY-7312,INV-7436,2026-03-29,391896.13,441.83
PAY-1642,INV-1658,2026-07-05,930654.59,0.00
PAY-3168,INV-3228,07-08-2025,1006477.67,26396.88
PAY-5694,INV-5804,2025-08-11,448052.66,0.00
PAY-2715,INV-2731,2026-05-25,239225.90,0.00
PAY-1587,INV-1599,2026-07-15,544739.37,0.00
PAY-3214,INV-3276,2026-02-05,163558.21,6283.55
PAY-3695,INV-3754,2025-10-25,1157330.07,55048.08
PAY-1167,INV-1176,2026-08-01,1033587.60,0.00
PAY-3376,INV-3440,2026-10-21,561757.82,0.00
PAY-6999,INV-7120,2026-10-23,304919.50,0.00
PAY-6418,INV-6533,2025-08-03,32409.05,0.00
PAY-3932,INV-3993,,1723742.81,0.00
PAY-5155,INV-5259,2026-01-29,1658786.30,0.00
PAY-2753,INV-2768,2026-06-08,498361.12,
PAY-4727,INV-4808,2026-07-15,,0.00
PAY-6048,INV-6159,2025-12-30,1136483.85,10683.20
PAY-7024,INV-7150,2026-09-03,1646261.60,12228.25
PAY-4131,INV-4201,2025-12-21,971223.21,0.00
PAY-4525,INV-4608,2025-02-30,1708947.15,
PAY-1707,INV-1721,2026-03-31,824719.36,0.00
PAY-7046,INV-7170,2025-08-31,953195.27,0.00
PAY-4372,INV-4448,2026-06-25,169884.90,0.00
PAY-6372,INV-6486,2026-02-30,418971.62,18209.00
PAY-2326,INV-2350,21-05-2025,1943260.84,0.00
PAY-2023,INV-2052,2025-10-15,1938567.68,0.00
PAY-5072,INV-5176,2025-09-20,446272.82,0.00
PAY-2035,INV-2063,2026-03-25,387839.35,
PAY-2651,INV-2673,03-10-2026,444501.18,0.00
PAY-6943,INV-7064,2025-12-11,1480919.38,56105.52
PAY-7160,INV-7281,2026-10-01,1082423.16,0.00
PAY-3287,INV-3352,2026-07-08,1097685.99,0.00
PAY-6182,INV-6293,2026-08-23,1108574.88,0.00
PAY-1664,INV-1679,2025-12-14,194295.82,6780.50
PAY-7335,INV-7457,2026-12-05,1752006.36,0.00
PAY-5565,INV-5668,2026-05-22,1902111.99,43160.51
PAY-4348,INV-4423,2026-09-18,1024494.65,15702.39
PAY-7038,INV-7162,2025-11-05,623882.82,0.00
PAY-3669,INV-3726,2025-12-18,1898893.17,0.00
PAY-2157,INV-2178,2026-10-07,1377709.12,50432.96
PAY-3206,INV-3267,12-03-2026,1479783.43,26453.83
PAY-4352,INV-4427,2026-12-11,1157557.54,10539.62
PAY-6475,INV-6597,2026-05-12,191841.03,6603.45
PAY-5356,INV-5464,2026-09-20,1264529.96,0.00
PAY-1983,INV-2010,2025-10-08,963095.04,46924.39
PAY-3709,INV-3768,2025-05-16,1909692.56,87850.16
PAY-3145,INV-3198,2025-10-15,880770.62,30643.63
PAY-7272,INV-7399,2026-10-20,1032551.51,0.00
PAY-4796,INV-4884,2026-02-17,1491513.54,0.00
PAY-3981,INV-4047,2025-12-23,1311574.04,40011.28
PAY-4636,INV-4727,2026-07-22,113348.17,3159.16
PAY-2277,INV-2301,2026-04-01,1143967.74,0.00
PAY-6483,INV-6605,2026-07-03,540312.42,0.00
PAY-3018,INV-3054,2025-07-05,465325.23,15285.12
PAY-6913,INV-7034,29-11-2025,226865.42,0.00
PAY-7252,INV-7377,2026-03-18,1343043.43,
PAY-2429,INV-2451,2026-11-11,1491917.31,0.00
PAY-5213,INV-5319,2026-11-11,1700070.13,0.00
PAY-2088,INV-2105,2026-10-03,255121.55,0.00
PAY-2457,INV-2471,2026-08-20,1281245.18,0.00
PAY-2059,INV-2079,2026-10-15,-365192.72,
PAY-5935,INV-6046,2026-02-01,763062.78,
PAY-2251,INV-2274,2026-07-07,765744.58,0.00
PAY-1798,INV-1811,2026-08-02,656384.83,66759.64
PAY-1260,INV-1270,2025-10-19,486320.89,19384.36
PAY-6124,INV-6232,2026-05-17,669200.57,45503.63
PAY-5630,INV-5735,2026-08-04,217239.19,0.00
PAY-4020,INV-4085,2026-03-06,1475503.53,37972.84
PAY-6612,INV-6726,2026-01-07,857992.27,0.00
PAY-4792,INV-4879,2026-08-30,1047211.05,54629.04
PAY-6719,INV-6832,2025-05-29,930590.78,0.00
PAY-2566,INV-2585,2025-12-11,536647.34,6472.93
PAY-3939,INV-4002,01-10-2026,469121.28,0.00
PAY-3257,INV-3318,2026-01-11,359080.92,0.00
PAY-2682,INV-2702,2026-08-06,555157.66,0.00
PAY-4972,INV-5062,2026-02-03,,0.00
PAY-2301,INV-2328,2026-03-16,313560.80,0.00
PAY-3186,INV-3247,2025-12-16,409110.46,18845.91
PAY-4991,INV-5084,2026-04-18,1933575.36,0.00
PAY-2123,INV-2142,2026-11-17,1187492.75,61791.39
PAY-3784,INV-3849,2026-12-10,821540.30,0.00
PAY-6968,INV-7090,28-11-2026,1827913.40,15362.09
PAY-6039,INV-6149,2026-04-12,1382701.99,0.00
PAY-6829,INV-6942,2026-03-18,848258.70,0.00
PAY-3545,INV-3599,2025-12-04,328555.38,0.00
PAY-1687,INV-1700,2026-02-12,185343.20,0.00
PAY-6752,INV-6865,2025-07-26,1541865.87,66919.87
PAY-3920,INV-3983,2026-02-20,974467.14,0.00
PAY-2844,INV-2874,2026-10-21,745341.36,38767.84
PAY-2768,INV-2786,2025-09-12,77377.74,0.00
PAY-6497,INV-6620,2026-02-08,852657.69,28299.60
PAY-6077,INV-6192,2026-11-28,272828.61,
PAY-4678,INV-4761,2025-12-21,241799.55,0.00
PAY-5692,INV-5802,2026-03-06,227230.60,0.00
PAY-7153,INV-7276,2026-10-18,796941.56,19620.72
PAY-6061,INV-6173,2026-02-12,1074148.93,0.00
PAY-2762,INV-2780,2026-09-15,98081.00,0.00
PAY-2720,INV-2736,2026-02-08,843532.24,0.00
PAY-6730,INV-6843,2025-11-13,241722.76,
PAY-4528,INV-4613,2025-12-10,1538445.48,0.00
PAY-1833,INV-1846,2025-11-22,658428.04,0.00
PAY-2100,INV-2117,2026-05-07,403412.65,0.00
PAY-6609,INV-6724,2026-05-12,686596.82,18891.36
PAY-4115,INV-4185,2027-01-15,32526.97,1847.99
PAY-6938,INV-7059,2026-04-30,986850.80,49525.27
PAY-7147,INV-7269,2026-07-04,154171.11,0.00
PAY-7249,INV-7375,2026-03-08,1354213.99,0.00
PAY-2998,INV-3031,2026-05-16,539163.13,
PAY-7240,INV-7367,2026-01-29,,0.00
PAY-5047,INV-5143,2025-07-15,1934952.74,5810.87
PAY-2638,INV-2659,2025-08-31,,0.00
PAY-3112,INV-3151,2026-03-07,935984.26,48107.63
PAY-5199,INV-5304,2025-10-19,535694.62,24917.54
PAY-4824,INV-4914,2026-03-11,989986.47,11671.05
PAY-7323,INV-7447,2025-11-05,807938.10,27996.12
PAY-7126,INV-7244,2026-06-01,83825.11,7103.33
PAY-5566,INV-5669,2026-11-24,545365.81,0.00
PAY-2954,INV-2987,2026-07-13,539350.87,6912.17
PAY-5483,INV-5589,2026-03-07,695339.12,0.00
PAY-7391,INV-9416,2026-04-26,426828.53,0.00
PAY-3068,INV-3103,2027-01-07,773646.38,0.00
PAY-6459,INV-6580,2026-07-18,379785.31,2114.56
PAY-3854,INV-3917,2025-07-28,248921.80,11956.02
PAY-6749,INV-6862,2026-04-11,104461.87,3026.77
PAY-5859,INV-5973,2025-11-22,101697.98,0.00
PAY-1403,INV-1414,2025-10-25,1222705.54,27255.14
PAY-4541,INV-4631,2025-07-24,650312.02,0.00
PAY-4897,INV-4988,24-09-2025,863150.81,16930.24
PAY-4920,INV-5009,2026-04-28,724162.79,0.00
PAY-3129,INV-3172,2026-07-05,1328402.18,0.00
PAY-7424,INV-9322,2025-09-13,496991.96,0.00
PAY-3913,INV-3977,01-09-2026,,40211.12
PAY-2734,INV-2749,2026-12-06,1642921.11,60190.87
PAY-3809,INV-3873,2025-12-08,1515340.71,0.00
PAY-4018,INV-4083,2026-10-10,758216.72,24515.19
PAY-4012,INV-4078,2025-10-01,867831.19,0.00
PAY-1879,INV-1899,2026-12-15,1255866.36,35598.82
PAY-2732,INV-2748,2026-09-10,1003616.58,0.00
PAY-2603,INV-2620,2026-01-15,688745.82,0.00
PAY-6534,INV-6654,2025-07-20,,2903.89
PAY-5129,INV-5230,2026-02-30,646284.06,0.00
PAY-3745,INV-3807,2026-03-09,61369.74,0.00
PAY-5651,INV-5755,2025-11-16,35074.43,0.00
PAY-4055,INV-4119,2026-11-10,842088.17,34755.39
PAY-3522,INV-3579,2025-12-06,393625.80,47888.91
PAY-7469,INV-9198,2026-06-03,56322.21,0.00
PAY-6994,INV-7116,2026-12-09,946587.06,0.00
PAY-2371,INV-2400,2025-12-17,158408.92,4091.66
PAY-2138,INV-2159,2025-02-30,41681.07,0.00
PAY-1161,INV-1171,2026-06-19,367349.24,0.00
PAY-6693,INV-6808,2026-11-15,966685.18,22678.91
PAY-2747,INV-2764,2026-07-14,1002799.62,32212.24
PAY-2052,INV-2074,2025-11-29,467110.16,0.00
PAY-6245,INV-6360,2027-01-04,379841.94,14998.35
PAY-5061,INV-5161,2025-08-07,1245597.70,43470.18
PAY-4266,INV-4344,2025-12-27,1143617.66,0.00
PAY-5145,INV-5248,2026-05-18,358253.08,6929.49
PAY-7237,INV-7364,2025-05-24,831615.19,3703.15
PAY-2698,INV-2717,2025-12-11,449652.37,40833.89
PAY-2846,INV-2875,2026-01-24,794686.43,41975.66
PAY-6269,INV-6383,2026-08-12,1516494.66,6565.82
PAY-3897,INV-3962,2026-07-20,40880.49,0.00
PAY-3037,INV-3071,2026-10-25,1224278.90,39890.46
PAY-4599,INV-4686,2025-12-21,1854764.12,0.00
PAY-2959,INV-2994,2026-11-18,1044208.28,0.00
PAY-3231,INV-3293,2025-07-11,396660.72,0.00
PAY-1682,INV-1696,2026-03-28,1803541.69,0.00
PAY-1930,INV-1954,2026-08-27,1133174.25,12822.99
PAY-6916,INV-7036,2026-05-17,1681434.17,34608.82
PAY-6974,INV-7096,2026-08-16,1496433.73,0.00
PAY-5392,INV-5500,2025-11-20,1906815.88,
PAY-4596,INV-4684,2025-05-23,395644.68,0.00
PAY-2908,INV-2938,2026-08-06,1136698.77,4700.83
PAY-1065,INV-1067,22-10-2025,1751301.73,0.00
PAY-2591,INV-2609,2025-08-26,1100565.92,29122.68
PAY-4014,INV-4079,2025-08-29,819625.19,614.28
PAY-1658,INV-1674,2025-10-24,417966.73,29064.81
PAY-7040,INV-7163,2026-05-13,196949.74,0.00
PAY-6405,INV-6520,2026-12-18,994644.40,20354.82
PAY-6110,INV-6220,2026-07-26,838936.07,29086.35
PAY-6115,INV-6225,2025-12-15,353838.11,0.00
PAY-2915,INV-2944,2025-12-18,1804853.36,3570.90
PAY-2400,INV-2427,2026-12-13,400888.30,23458.71
PAY-3988,INV-4056,2025-12-05,936434.86,7729.45
PAY-5891,INV-6008,2026-01-02,1469247.87,0.00
PAY-6285,INV-6401,2027-01-27,488017.86,46168.15
PAY-5526,INV-5632,,242660.70,25349.87
PAY-6472,INV-6594,2025-08-15,1202347.57,7281.64
PAY-5974,INV-6086,2025-10-03,1822232.15,37678.27
PAY-2469,INV-2484,2026-04-13,347283.86,16715.65
PAY-2152,INV-2174,,41825.46,0.00
PAY-1976,INV-2001,2025-06-18,85778.44,0.00
PAY-5571,INV-5674,2026-01-05,1186957.57,19543.46
PAY-7008,INV-7131,2026-07-06,1810748.02,0.00
PAY-5204,INV-5308,2026-05-14,655909.94,0.00
PAY-2308,INV-2335,2025-09-02,1492030.49,16300.81
PAY-4047,INV-4113,2025-05-28,157231.40,0.00
PAY-2595,INV-2613,27-11-2026,1385094.70,0.00
PAY-6708,INV-6821,,153651.23,0.00
PAY-2560,INV-2579,18-10-2026,1015361.40,0.00
PAY-4118,INV-4186,2026-05-07,1026376.17,83643.85
PAY-2918,INV-2947,2026-12-20,1972258.23,0.00
PAY-5296,INV-5402,2026-12-08,505062.07,0.00
PAY-6018,INV-6132,2026-02-30,1578855.38,18535.06
PAY-5369,INV-5476,2026-01-03,1005889.59,0.00
PAY-1686,INV-1700,2026-01-23,120871.73,3773.28
PAY-3548,INV-3603,,814592.01,11951.37
PAY-3978,INV-4043,2025-10-26,454203.68,19917.06
PAY-1366,INV-1377,2026-09-16,706529.22,0.00
PAY-6732,INV-6844,2025-10-05,,0.00
PAY-3557,INV-3612,2025-12-02,1391604.02,0.00
PAY-4114,INV-4184,2025-10-27,476157.13,29013.41
PAY-6710,INV-6822,2025-08-09,,0.00
PAY-6668,INV-6783,2025-10-31,350097.94,0.00
PAY-3884,INV-3949,2026-05-24,1261940.22,0.00
PAY-4458,INV-4537,2025-12-22,1915140.24,75364.70
PAY-7175,INV-7298,2026-12-15,1205896.74,0.00
PAY-2865,INV-2890,2026-05-11,744370.66,51016.10
PAY-4736,INV-4816,2026-05-05,,60716.38
PAY-6386,INV-6500,2025-10-10,376340.29,0.00
PAY-6272,INV-6386,2026-11-20,48405.32,558.39
PAY-5863,INV-5978,2026-04-27,900389.97,0.00
PAY-3496,INV-3561,2026-08-18,849947.47,33206.65
PAY-5173,INV-5280,2026-06-20,95199.49,0.00
PAY-4316,INV-4392,2026-02-30,1889106.76,0.00
PAY-4338,INV-4413,2025-09-21,30500.16,0.00
PAY-1238,INV-1245,2026-03-01,127270.15,0.00
PAY-1008,INV-1009,2025-05-22,1078962.48,0.00
PAY-2218,INV-2238,2026-01-03,1664105.43,62415.62
PAY-2686,INV-2705,2026-09-27,1772273.43,
PAY-5518,INV-5623,2025-12-14,248009.61,9174.94
PAY-5556,INV-5661,14-12-2026,1817815.74,0.00
PAY-6990,INV-7112,2026-05-09,967075.59,8074.29
PAY-5881,INV-5999,2026-01-03,1544237.61,0.00
PAY-1251,INV-1259,2026-02-17,,0.00
PAY-3279,INV-3342,2026-11-23,1661684.21,57156.10
PAY-7453,INV-9017,2026-03-01,321261.39,0.00
PAY-3243,INV-3304,2026-04-25,662695.71,37301.80
PAY-3531,INV-3586,2026-02-09,606226.25,0.00
PAY-5146,INV-5249,2027-01-27,206146.47,0.00
PAY-3817,INV-3882,2027-01-12,841452.48,-385.43
