invoice_id,client_id,invoice_amount,due_date
INV-7444,CLI-2282,1149494.76,2025-12-10
INV-3772,CLI-4087,1656527.18,2026-01-20
INV-1717,CLI-1245,1577712.68,2026-02-01
INV-5728,CLI-4063,1004832.70,2026-12-15
INV-3231,CLI-0446,1888131.13,2026-11-27
INV-7049,CLI-3290,288943.60,2026-09-19
INV-1943,CLI-2122,117690.39,2026-11-05
INV-2993,CLI-0992,474916.18,2026-07-03
INV-5571,CLI-2137,-376304.46,2026-07-05
INV-4579,CLI-0281,265477.83,2026-07-17
INV-7056,CLI-2454,1223905.49,2026-06-07
INV-4839,CLI-2126,1829956.80,2026-07-07
INV-4137,CLI-1228,1488650.82,2026-06-07
INV-6419,CLI-3439,978786.81,2026-04-02
INV-1274,CLI-4167,98679.85,2026-11-02
INV-4452,CLI-0403,265885.17,2026-08-01
INV-1065,CLI-1621,1459030.31,2025-11-06
INV-1724,CLI-2232,1875020.91,2026-11-06
INV-5819,CLI-2397,61682.42,2026-06-24
INV-4351,CLI-2350,850149.26,2026-05-15
INV-2228,CLI-3124,359116.08,2026-10-13
INV-5798,CLI-2057,1626746.71,2025-12-11
INV-5680,CLI-0367,1478221.05,2025-07-24
INV-4631,CLI-0626,650312.02,2025-07-12
INV-3146,CLI-1582,"₹58,290.69",2026-11-30
INV-2847,CLI-0297,705235.68,2026-12-15
INV-3481,CLI-1627,1494273.82,2026-06-22
INV-5117,CLI-0383,-1218541.48,
INV-3824,CLI-2039,1460653.64,2026-05-13
INV-1791,CLI-3840,209658.86,2026-08-15
INV-6504,CLI-1001,752904.63,2026-12-11
INV-5991,CLI-0086,896477.68,2026-10-19
INV-4659,CLI-1263,1963195.31,2025-07-07
INV-6147,CLI-4230,627928.77,2025-07-26
INV-4927,CLI-3677,502959.38,12-10-2026
INV-2083,CLI-2728,78599.29,2026-02-27
INV-1444,CLI-2639,1481035.88,2026-03-07
INV-5290,CLI-2246,1772806.04,11-12-2025
INV-4872,CLI-1070,600472.66,2026-07-02
INV-7203,CLI-2817,196069.41,2026-11-17
INV-2579,CLI-4675,1015361.40,2026-09-12
INV-3767,CLI-2752,-480970.35,2025-06-26
INV-1643,CLI-4945,1149022.71,2025-07-20
INV-6409,CLI-4615,1922786.93,2025-11-02
INV-6273,CLI-1426,378922.14,2026-11-13
INV-3296,CLI-4308,1541424.29,2026-12-22
INV-2900,CLI-4317,"₹1,564,588.39",2026-08-17
INV-6685,CLI-3471,1550836.07,2026-07-06
INV-4757,CLI-3750,639969.03,2026-07-26
INV-5203,CLI-3716,526963.39,2025-08-07
INV-3991,CLI-1415,1474042.58,2026-11-02
INV-4227,CLI-3897,1118918.65,2025-11-04
INV-2392,CLI-4411,"₹770,182.02",
INV-5452,CLI-2676,797102.19,2025-08-18
INV-5827,CLI-1228,1767703.32,2026-03-19
INV-7254,CLI-1671,1109322.70,2026-07-08
INV-7318,CLI-1777,364547.38,2025-11-01
INV-6666,CLI-2386,584738.89,2025-06-04
INV-3493,CLI-3751,1606529.53,2026-04-12
INV-2924,CLI-1429,90261.38,2025-11-19
INV-2972,CLI-0412,1095736.19,2025-09-27
INV-2776,CLI-1101,1560245.08,2025-12-21
INV-5617,CLI-2472,749005.73,02-01-2026
INV-3897,CLI-2537,544511.60,2025-08-05
INV-7390,CLI-0268,208996.41,2026-01-03
INV-4672,CLI-0039,1037850.93,2026-01-30
INV-3249,CLI-5311,399657.95,2026-08-26
INV-5379,CLI-1206,486559.49,2025-10-02
INV-2059,CLI-4608,438981.28,2026-03-27
INV-5405,CLI-4242,1719806.66,2026-10-19
INV-2660,CLI-0251,1875709.40,2025-08-31
INV-5307,CLI-2403,1616218.15,2026-09-12
INV-3582,CLI-3561,1119828.17,2025-08-02
INV-5941,CLI-0398,460706.77,27-12-2025
INV-3274,CLI-4230,116310.03,2025-12-03
INV-5485,CLI-1263,270558.09,2025-09-28
INV-7006,CLI-0385,1164908.39,26-01-2026
INV-1577,CLI-4617,1334487.72,2025-06-25
INV-7393,CLI-1902,1356764.90,2026-05-11
INV-6553,CLI-0722,1369269.32,2026-06-22
INV-5381,CLI-1300,838806.45,2026-08-24
INV-4285,CLI-2789,137244.30,2026-04-14
INV-4258,CLI-0551,,2025-11-07
INV-2407,CLI-3648,430154.47,2026-01-05
INV-7216,CLI-0016,835472.64,2025-06-27
INV-2529,CLI-3027,347857.22,2026-02-28
INV-4844,CLI-4094,359003.55,2026-03-02
INV-2422,CLI-2240,342436.27,2026-04-14
INV-7000,CLI-4000,421492.96,2025-06-15
INV-4641,CLI-1594,14509.06,2025-08-31
INV-3729,CLI-3824,511326.93,2026-05-07
INV-5356,CLI-3931,1611724.50,2025-10-02
INV-4070,CLI-1445,218774.26,2025-08-19
INV-1349,CLI-1759,360007.15,2025-08-17
INV-5675,CLI-3211,296699.20,2025-10-25
INV-4603,CLI-1522,907147.55,2026-08-17
INV-6137,CLI-0038,1947317.95,2026-09-14
INV-6562,CLI-1344,389727.55,2026-09-08
INV-4972,CLI-3712,1349743.52,2026-10-28
INV-7294,CLI-4114,1061213.38,2025-09-28
INV-2622,CLI-0206,1245323.49,2025-06-21
INV-4203,CLI-1611,933775.78,2026-05-19
INV-4304,CLI-2495,702564.27,2026-10-26
INV-5185,CLI-1578,1473243.70,2026-05-31
INV-3538,CLI-0703,472921.09,2026-11-23
INV-6601,CLI-0611,1537988.95,2026-04-28
INV-6668,CLI-4960,1218846.95,31-01-2026
INV-5384,CLI-2468,1905522.66,2026-05-06
INV-4219,CLI-2552,444455.23,2026-10-21
INV-6321,CLI-1252,1731333.37,2025-07-07
INV-3956,CLI-4681,1387542.32,2025-08-07
INV-5936,CLI-3840,633116.34,2026-10-12
INV-6397,CLI-1636,547312.36,2025-07-27
INV-6885,CLI-0080,1964440.57,2026-02-20
INV-4735,CLI-0682,-1645248.75,2025-10-22
INV-4792,CLI-3917,1419181.43,2025-06-30
INV-3022,CLI-0194,1580763.82,2025-11-14
INV-5155,CLI-1199,921743.99,2026-08-03
INV-2448,CLI-3506,978767.54,2025-09-03
INV-2069,CLI-0114,1905054.56,2026-10-27
INV-1297,CLI-0877,100218.38,2026-02-08
INV-1022,CLI-4701,450296.79,2026-09-11
INV-1745,CLI-0094,422339.73,2026-06-02
INV-5461,CLI-3908,,17-09-2026
INV-4628,CLI-3590,914871.17,2026-12-15
INV-6627,CLI-2537,1312968.51,04-05-2026
INV-2829,CLI-3983,165263.88,2025-07-01
INV-2015,CLI-4223,1450846.43,2026-08-22
INV-3758,CLI-2853,N/A,2026-02-19
INV-5590,CLI-3374,512035.67,2026-10-08
INV-6755,CLI-0588,1843282.57,2026-06-03
INV-3331,CLI-2289,867192.49,2025-11-11
INV-3859,CLI-2452,1825183.57,2025-08-27
INV-3893,CLI-0224,1090334.29,2025-08-02
INV-2626,CLI-4023,84985.58,2026-11-08
INV-1950,CLI-0303,951035.65,2025-12-04
INV-1690,CLI-2377,1501510.19,2026-11-29
INV-5858,CLI-1461,53120.70,2026-03-14
INV-6716,CLI-3011,874151.25,
INV-4034,CLI-4950,1116306.77,2026-12-21
INV-6225,CLI-4009,353838.11,2025-12-12
INV-2810,CLI-3438,832672.00,31-01-2026
INV-4511,CLI-2554,1448307.98,2026-06-30
INV-2899,CLI-1064,566196.85,2026-07-17
INV-2111,CLI-1287,1976438.49,2026-07-18
INV-7022,CLI-1527,1888981.64,
INV-5243,CLI-0969,327780.04,2026-01-14
INV-4138,CLI-1107,1824647.17,2026-05-04
INV-5196,CLI-4337,464042.06,
INV-7337,CLI-3644,-1821236.39,2026-08-28
INV-7231,CLI-1173,73682.42,2025-09-19
INV-6131,CLI-3838,1135001.47,2026-04-06
INV-1331,CLI-1597,488519.99,2026-07-10
INV-3139,CLI-0800,1243865.09,2026-06-25
INV-6186,CLI-1681,524094.53,2025-07-13
INV-2865,CLI-4435,453835.55,2025-07-25
INV-6401,CLI-1511,1374290.68,2026-12-26
INV-5335,CLI-3128,968555.33,2026-06-08
INV-2764,CLI-4770,,2026-06-22
INV-7301,CLI-1122,789638.83,15-07-2026
INV-5437,CLI-3283,855294.34,2026-07-20
INV-2468,CLI-0161,,2026-03-02
INV-2617,CLI-1012,N/A,2025-11-15
INV-5883,CLI-3960,1705743.32,2026-10-28
INV-6144,CLI-0641,1531136.93,2026-08-24
INV-1622,CLI-1355,1683879.02,2026-11-19
INV-1189,CLI-5026,1003636.92,2025-11-25
INV-5652,CLI-0673,1011174.57,2026-09-22
INV-5288,CLI-2503,937493.80,2026-12-26
INV-2202,CLI-0650,848344.79,06-11-2026
INV-3789,CLI-4761,853338.49,2025-06-05
INV-2689,CLI-3662,1973093.15,2026-10-28
INV-2071,CLI-1883,1716571.72,2026-12-11
INV-1315,CLI-2076,1277876.96,2026-08-15
INV-1827,CLI-3086,158505.53,2025-10-31
INV-1547,CLI-1689,1284140.60,2026-05-28
INV-1550,CLI-3841,410462.64,2026-01-10
INV-2952,CLI-3581,1223837.03,2026-12-15
INV-2243,CLI-2704,456318.91,2025-06-03
INV-5660,CLI-0945,103662.09,2026-01-28
INV-1705,CLI-0773,508900.08,2026-05-14
INV-1154,CLI-4586,1345671.25,2026-08-04
INV-4994,CLI-4995,1059220.07,2026-04-20
INV-6566,CLI-3642,1973081.91,2026-05-05
INV-2441,CLI-4883,1497735.02,2026-09-22
INV-2673,CLI-2740,444501.18,2026-09-17
INV-1091,CLI-1704,996193.98,2026-01-20
INV-3101,CLI-4367,1441388.21,2025-09-16
INV-2877,CLI-0646,1144095.35,2025-07-12
INV-6263,CLI-0792,1090416.34,2026-06-15
INV-2902,CLI-3555,1669825.02,2025-08-20
INV-1096,CLI-4699,1668553.92,2026-01-14
INV-1510,CLI-2446,867955.18,2026-04-26
INV-4408,CLI-2977,1485590.74,2026-10-01
INV-2882,CLI-0711,1168111.22,2026-09-26
INV-4052,CLI-1959,1678823.67,2025-06-30
INV-3821,CLI-3422,1147942.85,2025-09-11
INV-4845,CLI-1987,168802.95,2026-11-25
INV-2387,CLI-2501,1352769.26,2026-11-06
INV-2269,CLI-1468,1131478.24,2026-01-24
INV-1798,CLI-2235,1772151.28,08-10-2025
INV-3013,CLI-1905,1592084.05,2026-12-28
INV-6065,CLI-1824,1897327.43,2026-07-03
INV-5630,CLI-2123,N/A,2025-09-25
INV-3201,CLI-3199,404465.15,2026-12-06
INV-7367,CLI-0176,1934080.10,2026-01-04
INV-7481,CLI-1380,753264.48,2026-01-02
INV-2778,CLI-1833,1552674.65,14-08-2025
INV-4094,CLI-0499,1408976.65,
INV-6198,CLI-3453,1163382.91,2025-12-24
INV-2299,CLI-0587,452033.15,19-02-2026
INV-3045,CLI-0694,1672198.51,2026-02-10
INV-6985,CLI-4038,1840530.03,2026-07-22
INV-6235,CLI-1833,369177.56,2026-11-22
INV-1693,CLI-3397,1496176.93,2025-08-01
INV-4589,CLI-4272,602289.05,2026-02-17
INV-4215,CLI-0262,250410.98,2025-09-06
INV-3009,CLI-3702,1675859.97,2026-10-03
INV-7391,CLI-4467,208238.26,2025-10-26
INV-3609,CLI-3280,997739.53,2025-06-28
INV-1924,CLI-4836,878018.66,2025-09-03
INV-3440,CLI-0333,561757.82,2026-10-19
INV-1288,CLI-2957,1826672.66,2026-07-24
INV-1045,CLI-2418,808052.24,2026-08-29
INV-2597,CLI-1097,1208175.41,2026-10-20
INV-7336,CLI-2067,695960.56,2026-06-26
INV-3171,CLI-2351,1653087.84,2026-12-07
INV-4547,CLI-2348,1580558.14,
INV-3686,CLI-0189,717167.15,14-09-2026
INV-4970,CLI-4757,760307.22,2025-08-12
INV-2263,CLI-4455,250985.90,2026-01-15
INV-2518,CLI-2924,414291.86,11-10-2026
INV-5255,CLI-3180,,24-11-2026
INV-1075,CLI-4677,1432268.33,2026-04-15
INV-6726,CLI-1309,983011.64,2025-09-17
INV-6168,CLI-3532,1449330.83,2026-06-28
INV-1027,CLI-4085,1923871.59,2026-07-18
INV-1862,CLI-1640,1155334.41,16-04-2026
INV-3298,CLI-4592,89474.48,2026-05-20
INV-5824,CLI-1847,978709.24,28-02-2026
INV-2044,CLI-2899,-1954555.15,2026-03-28
INV-5114,CLI-1954,804408.14,24-12-2026
INV-4591,CLI-2832,1415866.27,2026-12-14
INV-4822,CLI-2867,1135512.08,2026-07-30
INV-7365,CLI-4353,615562.01,2025-13-12
INV-5336,CLI-4251,886321.91,2026-10-12
INV-4175,CLI-1219,1330755.28,2026-01-13
INV-6214,CLI-4070,1625574.97,2026-09-28
INV-4144,CLI-2158,1274845.08,2025-07-22
INV-6111,CLI-3846,1391380.21,2026-11-04
INV-6221,CLI-2183,,2026-04-10
INV-5144,CLI-2168,60962.77,2025-06-22
INV-6788,CLI-4411,1122908.59,2025-10-22
INV-6787,CLI-0846,1550322.27,2025-09-21
INV-6695,CLI-2127,927894.31,2026-02-08
INV-4532,CLI-3789,1220387.27,2025-12-10
INV-4411,CLI-4540,757791.91,2025-06-11
INV-5971,CLI-2294,-1690496.83,2026-07-11
INV-1235,CLI-1043,1674185.36,2025-12-10
INV-3399,CLI-4858,261016.09,2026-01-22
INV-6399,CLI-3753,1319410.06,2026-06-25
INV-3985,CLI-4598,1034151.49,2025-08-29
INV-5521,CLI-3815,1978794.87,2026-06-25
INV-5904,CLI-4192,337672.02,2026-02-10
INV-5484,CLI-4989,1527499.03,2025-11-13
INV-1762,CLI-2719,882109.15,2026-12-22
INV-2151,CLI-2423,1134680.77,2025-09-08
INV-5666,CLI-4536,872458.99,2026-08-27
INV-3202,CLI-2653,"₹705,539.14",2025-08-30
INV-3784,CLI-2854,"₹480,034.68",2026-04-24
INV-2081,CLI-3476,78461.61,2026-03-12
INV-3380,CLI-0253,,2025-12-30
INV-5774,CLI-4724,1752080.54,2025-11-04
INV-6813,CLI-3309,,2026-03-15
INV-2467,CLI-1214,359688.89,2026-03-10
INV-3464,CLI-4969,-1926961.85,2026-11-28
INV-5606,CLI-1953,678536.48,2026-02-20
INV-6366,CLI-1298,560003.26,2025-07-26
INV-7198,CLI-3514,1211850.79,2025-08-03
INV-2784,CLI-1872,214069.83,2025-11-11
INV-3135,CLI-0725,-779118.33,2026-07-01
INV-1415,CLI-4024,1285154.30,2025-11-25
INV-7009,CLI-4269,1522608.21,2026-08-10
INV-3881,CLI-3395,688586.09,2025-07-14
INV-4876,CLI-3902,274806.31,2025-12-12
INV-2391,CLI-3625,335654.57,2026-10-13
INV-4170,CLI-4616,591301.62,2025-12-24
INV-3051,CLI-2208,N/A,26-05-2026
INV-4276,CLI-4382,1387992.42,2026-07-29
INV-6512,CLI-4829,116931.18,2026-04-06
INV-3937,CLI-0546,203373.68,2025-06-06
INV-3184,CLI-3188,-654956.74,2026-03-30
INV-4607,CLI-3835,1175902.97,2025-06-16
INV-6916,CLI-2300,1783634.61,2026-07-22
INV-1994,CLI-3198,133717.65,2026-08-20
INV-6686,CLI-2582,1780353.99,2026-11-17
INV-5067,CLI-4115,1708121.91,2026-10-27
INV-4353,CLI-2491,1204099.69,2026-11-06
INV-2665,CLI-2230,,2025-08-23
INV-6481,CLI-1570,634199.73,2025-07-14
INV-4981,CLI-4462,1809888.61,2026-06-12
INV-1683,CLI-3229,1935057.38,
INV-4971,CLI-4754,240768.72,2025-11-09
INV-4467,CLI-3329,189850.24,2026-05-16
INV-3880,CLI-2013,1554796.51,2026-12-24
INV-1206,CLI-4574,1005052.10,2025-10-26
INV-3817,CLI-3361,1091298.42,2025-10-23
INV-4267,CLI-1842,340270.26,2025-09-18
INV-6425,CLI-3608,954801.87,2025-08-10
INV-2644,CLI-0438,1749801.36,2026-08-06
INV-3620,CLI-3341,1587717.20,2026-03-25
INV-4112,CLI-0456,-735641.67,2025-12-03
INV-2355,CLI-1291,1472085.26,
INV-7018,CLI-1895,507290.92,2025-08-21
INV-5301,CLI-2267,704058.89,2026-08-25
INV-4887,CLI-0034,84976.54,2025-10-22
INV-6246,CLI-2244,653082.58,2025-11-07
INV-6667,CLI-3304,1994737.17,2026-11-22
INV-5049,CLI-0644,321329.29,2026-02-13
INV-4787,CLI-3132,1361439.21,2025-07-13
INV-4648,CLI-2673,1949494.20,2025-11-01
INV-5999,CLI-4110,1544237.61,2025-12-24
INV-5968,CLI-0360,777041.30,2025-07-22
INV-5992,CLI-1994,,2026-04-02
INV-3155,CLI-4589,1420566.19,2025-07-12
INV-1584,CLI-4623,1395447.12,2026-06-09
INV-4836,CLI-5206,1626903.17,2026-10-23
INV-5861,CLI-2239,493151.57,25-07-2026
INV-7306,CLI-2364,191770.70,
INV-2943,CLI-4203,1824420.81,2025-12-14
INV-6768,CLI-0098,1272469.42,2026-11-02
INV-6882,CLI-4177,1305328.34,2026-01-01
INV-4261,CLI-4145,1186865.33,2026-01-12
INV-1092,CLI-4608,706514.29,2026-03-25
INV-4724,CLI-4776,153389.46,2025-06-08
INV-4616,CLI-3406,546857.35,13-02-2026
INV-5343,CLI-4297,243998.95,2025-07-15
INV-2192,CLI-0742,1331009.76,2026-11-17
INV-5710,CLI-1211,1547429.33,2026-12-27
INV-5400,CLI-3211,1118318.81,2026-09-04
INV-4343,CLI-3675,927667.22,18-09-2026
INV-2982,CLI-0471,766272.12,2026-01-01
INV-6257,CLI-3010,166742.93,2026-01-28
INV-6446,CLI-4543,"₹214,653.12",2026-07-25
INV-7182,CLI-1260,920103.79,2025-09-20
INV-3848,CLI-2989,1237097.01,2025-09-19
INV-1352,CLI-3829,1130179.02,2026-03-25
INV-3275,CLI-4096,159733.70,2025-09-13
INV-5702,CLI-4661,1624646.46,2026-01-09
INV-5744,CLI-3388,1117291.87,2026-04-29
INV-4608,CLI-2933,1734234.43,2025-09-12
INV-1094,CLI-0200,938237.99,2026-06-05
INV-4566,CLI-4491,204892.49,2026-03-28
INV-2991,CLI-2276,1804803.44,2025-12-26
INV-3114,CLI-2845,408629.55,2026-08-19
INV-4866,CLI-0910,259575.05,2026-05-04
INV-2063,CLI-3334,805748.33,09-02-2026
INV-4087,CLI-3001,581504.20,2026-09-04
INV-5046,CLI-2334,1289495.07,2026-08-24
INV-6688,CLI-3045,1578310.39,2026-04-27
INV-2536,CLI-2226,1795274.99,2026-11-29
INV-1047,CLI-2545,1106143.78,2026-07-24
INV-2113,CLI-3313,1300024.76,2026-08-24
INV-5720,CLI-4759,-424646.79,2025-10-29
INV-6268,CLI-0545,,2026-03-26
INV-5456,CLI-4415,1866604.38,2025-08-23
INV-6575,CLI-4734,225718.29,2026-10-30
INV-6101,CLI-4625,829031.13,2026-11-12
INV-5757,CLI-3577,351978.70,2026-04-14
INV-4831,CLI-3659,1370455.88,2026-02-08
INV-7331,CLI-3510,1126497.49,2025-11-15
INV-3461,CLI-1165,1806161.16,2026-11-26
INV-7074,CLI-3446,1566196.31,2025-07-26
INV-1908,CLI-3922,1110140.75,2025-11-05
INV-5018,CLI-0529,621331.57,2026-05-17
INV-6696,CLI-4538,187741.66,2026-07-23
INV-1605,CLI-4225,108238.94,2025-06-15
INV-3005,CLI-2574,830740.68,
INV-3447,CLI-4046,572486.96,2025-10-18
INV-3128,CLI-3700,233519.14,
INV-3162,CLI-0941,"₹827,385.63",2025-11-30
INV-5279,CLI-3096,"₹596,604.91",2026-07-12
INV-1309,CLI-2679,674103.58,2025-12-03
INV-6693,CLI-4139,484416.75,
INV-6619,CLI-3353,1938696.77,2026-03-02
INV-6792,CLI-3823,574684.11,2026-09-15
INV-2769,CLI-1756,641612.14,2026-12-13
INV-6515,CLI-0506,60549.79,2026-03-31
INV-5990,CLI-2744,1880465.97,2026-04-07
INV-1085,CLI-2415,1824577.42,2026-06-02
INV-6737,CLI-5335,1846083.50,2026-11-14
INV-2058,CLI-4147,1891140.11,2026-01-17
INV-6955,CLI-1647,659117.89,2026-11-21
INV-7352,CLI-4305,613860.24,2025-12-30
INV-4719,CLI-0581,1026217.92,2026-11-30
INV-3705,CLI-3005,735224.50,2025-11-14
INV-3854,CLI-2727,697457.57,2025-12-17
INV-1918,CLI-2829,234359.22,2025-10-06
INV-3746,CLI-0365,1516376.94,2026-02-27
INV-1291,CLI-1145,181110.02,2026-12-30
INV-7236,CLI-4877,935153.05,2026-08-08
INV-3777,CLI-4220,175517.40,2026-05-20
INV-1954,CLI-4173,1145997.24,2026-09-26
INV-3436,CLI-2544,1224541.28,2026-12-02
INV-6771,CLI-2055,433995.84,2026-04-01
INV-5145,CLI-2464,625966.17,2026-08-07
INV-1203,CLI-2802,1700487.07,2025-10-22
INV-3671,CLI-2574,100208.43,2026-05-31
INV-6316,CLI-2949,613244.40,2026-01-22
INV-5963,CLI-1069,1217120.70,2026-12-02
INV-6936,CLI-3377,154983.43,2026-02-21
INV-3474,CLI-4030,809467.68,2025-06-05
INV-4609,CLI-0635,154228.35,2026-05-16
INV-2607,CLI-2857,1921011.07,25-09-2026
INV-6081,CLI-4531,850311.96,2026-03-30
INV-1323,CLI-4426,459576.96,2026-01-27
INV-4843,CLI-2717,1006562.84,2026-11-27
INV-2174,CLI-0802,113373.33,2026-07-30
INV-6614,CLI-2033,1863435.90,2025-08-20
INV-3300,CLI-1031,,2026-07-03
INV-6796,CLI-3474,889228.97,2025-09-14
INV-4167,CLI-2373,1961654.87,2026-04-09
INV-2584,CLI-2072,6854.09,2025-10-29
INV-4466,CLI-0938,698368.32,2025-09-25
INV-1898,CLI-3439,1426813.04,2026-09-29
INV-1822,CLI-4793,405508.49,2026-11-16
INV-4010,CLI-2726,92435.45,2025-09-11
INV-1710,CLI-4497,-149088.76,2025-12-03
INV-7312,CLI-1348,1075505.88,2026-02-14
INV-4756,CLI-3186,1907394.38,2026-09-30
INV-1455,CLI-3218,39096.78,2026-13-11
INV-4807,CLI-0557,551110.99,2026-12-26
INV-5050,CLI-1118,1868059.20,2026-10-10
INV-5487,CLI-4853,930673.88,2026-07-10
INV-6434,CLI-0344,1865206.25,2026-04-11
INV-1040,CLI-4124,1749682.00,2026-12-03
INV-4524,CLI-0508,1431454.27,2026-12-28
INV-4975,CLI-4919,1817674.91,2026-09-19
INV-1815,CLI-1282,-1247674.47,2026-06-18
INV-3614,CLI-1171,656491.76,2026-12-05
INV-5215,CLI-0086,1649081.28,2026-09-23
INV-5042,CLI-4067,184664.80,2026-08-14
INV-2842,CLI-1372,351053.89,2025-11-21
INV-3925,CLI-1428,240568.61,2025-11-16
INV-5834,CLI-2996,1406964.95,
INV-3875,CLI-2490,885204.46,2026-08-31
INV-7143,CLI-0525,845013.43,2026-01-06
INV-2308,CLI-1103,"₹635,930.42",2026-08-07
INV-5646,CLI-1841,172669.97,2025-08-22
INV-2944,CLI-4634,1808424.26,2025-12-12
INV-4725,CLI-5070,1355672.36,2026-03-29
INV-1426,CLI-3146,1879840.67,12-04-2026
INV-6598,CLI-2132,1260789.79,2025-10-19
INV-4602,CLI-4680,1400092.66,2026-07-15
INV-6514,CLI-2112,1868337.28,2026-06-17
INV-1220,CLI-4287,426186.25,2025-08-14
INV-3141,CLI-4025,N/A,2026-08-03
INV-1339,CLI-1742,1642553.31,2025-11-26
INV-3382,CLI-3756,85001.30,2026-03-09
INV-7435,CLI-3265,484190.91,2025-12-29
INV-4617,CLI-1933,144547.41,2025-09-11
INV-3469,CLI-4939,615390.79,2026-07-07
INV-7164,CLI-0561,1272018.91,2026-12-05
INV-3193,CLI-1267,,13-12-2025
INV-3659,CLI-1135,564852.02,
INV-4903,CLI-0984,559715.71,
INV-4107,CLI-4936,1806470.54,2025-11-10
INV-1218,CLI-1258,1141178.80,2025-09-15
INV-4721,CLI-2676,742917.02,2025-10-24
INV-3271,CLI-1718,222845.29,2026-11-15
INV-7335,CLI-3190,663148.27,2025-09-25
INV-7064,CLI-0493,,2025-10-28
INV-1767,CLI-5426,,2026-07-20
INV-4412,CLI-0577,314113.55,2025-07-09
INV-4913,CLI-4903,177141.02,2025-10-04
INV-2208,CLI-2360,211283.33,2026-01-05
INV-5874,CLI-1264,1815901.53,2025-07-12
INV-2799,CLI-3302,76530.19,2026-09-20
INV-5509,CLI-0822,523281.51,30-10-2025
INV-6431,CLI-0884,1385188.43,2026-11-09
INV-6965,CLI-1084,794646.45,2026-03-11
INV-5947,CLI-4518,1894223.19,2025-10-13
INV-3851,CLI-2210,457031.49,2026-07-22
INV-3885,CLI-3000,1279452.03,2026-02-04
INV-2094,CLI-2887,386607.05,2025-11-06
INV-3963,CLI-5453,419834.01,2026-03-25
INV-4332,CLI-3952,1742886.40,08-07-2026
INV-5259,CLI-3541,1658786.30,
INV-6123,CLI-4419,9507.42,2025-09-07
INV-3724,CLI-2581,253594.82,2026-06-21
INV-3948,CLI-0786,1774290.32,2026-03-28
INV-3109,CLI-4336,568297.33,2026-07-17
INV-1694,CLI-0051,595907.52,2025-06-19
INV-4517,CLI-3496,"₹1,228,151.28",2026-04-28
INV-1658,CLI-1191,930654.59,2026-06-22
INV-5781,CLI-3616,1611261.55,2026-04-13
INV-3707,CLI-3306,619528.03,2025-11-07
INV-4501,CLI-2213,19375.36,30-08-2025
INV-4577,CLI-2678,1041826.03,2026-07-11
INV-6423,CLI-4348,1874768.31,2026-12-23
INV-2371,CLI-4729,1279223.41,2025-09-29
INV-7489,CLI-1866,,2025-11-26
INV-2812,CLI-2277,405222.24,2025-09-12
INV-1477,CLI-3559,1496935.00,2025-06-23
INV-1596,CLI-1588,1179961.72,2026-10-14
INV-2211,CLI-0373,1279754.01,2026-12-01
INV-3995,CLI-0282,1603423.65,2025-10-23
INV-2652,CLI-1580,1467141.27,2026-04-14
INV-4786,CLI-0449,1531492.04,2026-04-01
INV-1842,CLI-0562,198940.62,2026-07-30
INV-2928,CLI-0694,557516.27,2025-08-19
INV-6024,CLI-0222,880172.12,2026-04-09
INV-6093,CLI-1860,536083.40,2026-08-17
INV-3723,CLI-0792,1673831.69,2025-10-01
INV-7299,CLI-4188,150512.52,2026-07-11
INV-6029,CLI-1520,613731.81,2025-11-28
INV-3251,CLI-0846,1332017.02,2026-02-08
INV-1993,CLI-2074,1918583.54,2026-02-26
INV-1572,CLI-1387,1819099.24,2025-08-15
INV-4661,CLI-1824,452496.32,2026-12-06
INV-1771,CLI-3019,,2026-10-19
INV-2382,CLI-2659,,2026-02-05
INV-2893,CLI-2678,1186944.67,2026-07-20
INV-3633,CLI-3370,1627670.48,2025-10-13
INV-7031,CLI-4038,1087954.57,2026-07-30
INV-5202,CLI-0598,336550.41,2026-03-30
INV-3031,CLI-4518,539163.13,2026-04-25
INV-3832,CLI-3178,1245477.50,2026-09-05
INV-3697,CLI-2680,1710649.64,2025-10-02
INV-4727,CLI-3596,116507.33,2026-07-05
INV-6420,CLI-0691,1820654.97,2025-08-11
INV-7162,CLI-3403,1064775.17,2025-10-09
INV-2581,CLI-3251,750165.15,2026-07-15
INV-4291,CLI-5165,1654883.87,2025-10-17
INV-4316,CLI-4611,568054.29,18-06-2026
INV-6298,CLI-4456,453714.17,2025-07-07
INV-4600,CLI-3260,31157.44,
INV-6473,CLI-2585,1789798.90,2026-09-15
INV-2177,CLI-0360,737580.75,2025-08-27
INV-7046,CLI-3656,1883003.18,2026-10-29
INV-5820,CLI-1480,528302.15,2026-12-26
INV-4092,CLI-2605,563518.62,2025-12-05
INV-5001,CLI-4185,932859.08,2026-09-19
INV-6414,CLI-2981,1876527.35,
INV-4117,CLI-1820,311618.88,2026-11-19
INV-7040,CLI-1178,1832292.04,2026-10-10
INV-7486,CLI-1518,N/A,2025-08-21
INV-1251,CLI-4566,351911.05,2026-05-03
INV-1570,CLI-2702,307766.65,2026-03-27
INV-5579,CLI-0293,1614787.62,2025-12-25
INV-7218,CLI-4892,913015.90,2026-09-15
INV-5997,CLI-1307,1060140.23,2026-08-20
INV-1125,CLI-2813,"₹437,069.27",2026-10-22
INV-2777,CLI-4050,1987192.98,2026-08-01
